Date of Demolition,Locality,District,Area,Housing Units,People left Homeless,Minors left Homeless,Type Of Structure
2016-12-29,a-Lubban al-Gharbiyah,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential
2016-12-27,Idhna,Hebron,west-bank,2,0,0,Non Resedential
2016-12-18,Kh. Yarza,Tubas,west-bank,3,0,0,Non Resedential
2016-12-07,al-Khalayleh,al-Quds,west-bank,1,0,0,Non Resedential
2016-12-07,a-Nabi Samwil,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential
2016-12-06,Fasayil,Jericho,west-bank,1,0,0,Residental
2016-12-06,Fasayil,Jericho,west-bank,1,0,0,Residental
2016-12-06,Fasayil,Jericho,west-bank,1,5,3,Residental
2016-12-06,Hebron,Hebron,west-bank,1,0,0,Non Resedential
2016-12-06,Hebron,Hebron,west-bank,1,0,0,Non Resedential
2016-11-22,a-Nabi Samwil,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential
2016-11-15,Um al-Kheir,Hebron,west-bank,1,0,0,Non Resedential
2016-11-15,Jaba' (Tajammu' Badawi),al-Quds,west-bank,1,0,0,Residental
2016-11-15,Jaba' (Tajammu' Badawi),al-Quds,west-bank,1,0,0,Residental
2016-11-15,Jaba' (Tajammu' Badawi),al-Quds,west-bank,1,0,0,Non Resedential
2016-11-15,Jaba' (Tajammu' Badawi),al-Quds,west-bank,1,2,0,Residental
2016-11-15,Jaba' (Tajammu' Badawi),al-Quds,west-bank,1,0,0,Residental
2016-11-14,al-A'uja,Jericho,west-bank,20,0,0,Non Resedential
2016-11-14,al-A'uja,Jericho,west-bank,8,0,0,Non Resedential
2016-11-10,Qalqiliyah,Qalqiliya,west-bank,1,0,0,Non Resedential
2016-11-10,Qalqiliyah,Qalqiliya,west-bank,2,0,0,Non Resedential
2016-11-09,al-A'uja,Jericho,west-bank,6,0,0,Non Resedential
2016-11-09,Tulkarm,Tulkarm,west-bank,1,0,0,Non Resedential
2016-11-09,Tulkarm,Tulkarm,west-bank,1,0,0,Non Resedential
2016-11-09,Tulkarm,Tulkarm,west-bank,1,0,0,Non Resedential
2016-11-09,Tulkarm,Tulkarm,west-bank,1,0,0,Non Resedential
2016-11-09,Tulkarm,Tulkarm,west-bank,1,0,0,Non Resedential
2016-11-09,Tulkarm,Tulkarm,west-bank,1,0,0,Non Resedential
2016-11-09,Tulkarm,Tulkarm,west-bank,1,0,0,Non Resedential
2016-11-09,Tulkarm,Tulkarm,west-bank,1,0,0,Non Resedential
2016-11-09,Tulkarm,Tulkarm,west-bank,1,0,0,Non Resedential
2016-11-09,Tulkarm,Tulkarm,west-bank,1,0,0,Non Resedential
2016-11-09,Tulkarm,Tulkarm,west-bank,1,0,0,Non Resedential
2016-11-09,Tulkarm,Tulkarm,west-bank,1,0,0,Non Resedential
2016-11-09,Tulkarm,Tulkarm,west-bank,1,0,0,Non Resedential
2016-11-09,al-A'uja,Jericho,west-bank,8,0,0,Non Resedential
2016-11-07,Kh. Tall al-Himma,Tubas,west-bank,1,6,4,Residental
2016-11-07,Kh. Tall al-Himma,Tubas,west-bank,1,1,0,Residental
2016-11-07,Kh. Tall al-Himma,Tubas,west-bank,1,6,4,Residental
2016-11-07,Kh. Tall al-Himma,Tubas,west-bank,1,0,0,Non Resedential
2016-11-07,Kh. Tall al-Himma,Tubas,west-bank,1,8,0,Residental
2016-11-07,Kh. Tall al-Himma,Tubas,west-bank,1,0,0,Non Resedential
2016-11-07,Kh. Tall al-Himma,Tubas,west-bank,1,4,2,Residental
2016-11-03,Beita,Nablus,west-bank,3,23,7,Residental
2016-10-31,Kh. a-Deir,Tubas,west-bank,0,0,0,Non Resedential
2016-10-31,Kh. a-Deir,Tubas,west-bank,2,10,4,Residental
2016-10-31,Kh. a-Deir,Tubas,west-bank,6,0,0,Non Resedential
2016-10-31,Kh. a-Deir,Tubas,west-bank,1,2,0,Residental
2016-10-31,Kh. a-Deir,Tubas,west-bank,2,0,0,Non Resedential
2016-10-27,Beita,Nablus,west-bank,1,0,0,Non Resedential
2016-10-27,Beita,Nablus,west-bank,1,0,0,Non Resedential
2016-10-27,Beita,Nablus,west-bank,1,0,0,Non Resedential
2016-10-10,a-Deirat,Hebron,west-bank,1,0,0,Non Resedential
2016-10-09,Kh. a-Ras al-Ahmar,Tubas,west-bank,3,7,0,Residental
2016-10-09,Kh. a-Ras al-Ahmar,Tubas,west-bank,4,0,0,Non Resedential
2016-10-09,Kh. a-Ras al-Ahmar,Tubas,west-bank,2,6,2,Residental
2016-10-09,Kh. a-Ras al-Ahmar,Tubas,west-bank,1,0,0,Non Resedential
2016-10-09,Khan al-Ahmar (Bedouin Community),al-Quds,west-bank,1,5,3,Residental
2016-10-09,Khan al-Ahmar (Bedouin Community),al-Quds,west-bank,1,3,1,Residental
2016-10-09,Kh. a-Ras al-Ahmar,Tubas,west-bank,1,7,5,Residental
2016-10-09,Kh. a-Ras al-Ahmar,Tubas,west-bank,2,0,0,Non Resedential
2016-10-09,Kh. a-Ras al-Ahmar,Tubas,west-bank,1,0,0,Non Resedential
2016-10-09,Kh. a-Ras al-Ahmar,Tubas,west-bank,3,10,0,Residental
2016-10-09,Kh. a-Ras al-Ahmar,Tubas,west-bank,1,0,0,Non Resedential
2016-10-09,Kh. a-Ras al-Ahmar,Tubas,west-bank,1,0,0,Non Resedential
2016-10-09,Kh. a-Ras al-Ahmar,Tubas,west-bank,2,0,0,Non Resedential
2016-10-09,Kh. a-Ras al-Ahmar,Tubas,west-bank,1,0,0,Non Resedential
2016-10-09,Kh. a-Ras al-Ahmar,Tubas,west-bank,1,7,0,Residental
2016-10-09,Kh. a-Ras al-Ahmar,Tubas,west-bank,0,0,0,Non Resedential
2016-10-09,Khan al-Ahmar (Bedouin Community),al-Quds,west-bank,1,5,3,Residental
2016-10-09,Khan al-Ahmar (Bedouin Community),al-Quds,west-bank,1,5,3,Residental
2016-10-09,Khan al-Ahmar (Bedouin Community),al-Quds,west-bank,1,4,2,Residental
2016-10-09,Khan al-Ahmar (Bedouin Community),al-Quds,west-bank,1,4,2,Residental
2016-10-09,Khan al-Ahmar (Bedouin Community),al-Quds,west-bank,1,6,4,Residental
2016-09-28,Kh.Jurat al-Kheil,Hebron,west-bank,1,0,0,Non Resedential
2016-09-28,Kh. Susiya,Hebron,west-bank,1,0,0,Non Resedential
2016-09-27,Kh.Jurat al-Kheil,Hebron,west-bank,1,0,0,Non Resedential
2016-09-27,Kh.Jurat al-Kheil,Hebron,west-bank,1,0,0,Non Resedential
2016-09-27,Kh.Jurat al-Kheil,Hebron,west-bank,1,0,0,Non Resedential
2016-09-27,Kh. Tall al-Himma,Tubas,west-bank,1,6,4,Residental
2016-09-27,Kh. Tall al-Himma,Tubas,west-bank,1,0,0,Non Resedential
2016-09-27,Kh. Tall al-Himma,Tubas,west-bank,1,6,4,Residental
2016-09-27,Kh. Tall al-Himma,Tubas,west-bank,2,0,0,Non Resedential
2016-09-27,Kh. Tall al-Himma,Tubas,west-bank,2,8,0,Residental
2016-09-27,Kh. Tall al-Himma,Tubas,west-bank,2,0,0,Non Resedential
2016-09-27,Kh. Tall al-Himma,Tubas,west-bank,1,1,0,Residental
2016-09-27,Kh. Tall al-Himma,Tubas,west-bank,1,0,0,Non Resedential
2016-09-27,Kh. Tall al-Himma,Tubas,west-bank,1,4,2,Residental
2016-09-27,Kh. Tall al-Himma,Tubas,west-bank,1,0,0,Non Resedential
2016-09-27,Khan al-Ahmar (Bedouin Community),al-Quds,west-bank,1,8,5,Residental
2016-09-26,Beit Dajan,Nablus,west-bank,2,0,0,Non Resedential
2016-09-26,Beit Dajan,Nablus,west-bank,1,0,0,Non Resedential
2016-09-08,Bil'in,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential
2016-09-07,al-'Aqabah,Tubas,west-bank,2,8,5,Residental
2016-09-07,al-'Aqabah,Tubas,west-bank,3,0,0,Non Resedential
2016-09-07,al-'Aqabah,Tubas,west-bank,1,0,0,Non Resedential
2016-09-07,al-'Aqabah,Tubas,west-bank,1,2,0,Residental
2016-09-07,al-'Aqabah,Tubas,west-bank,1,0,0,Non Resedential
2016-08-29,Jaba' (Tajammu' Badawi),al-Quds,west-bank,1,11,5,Residental
2016-08-29,Jaba' (Tajammu' Badawi),al-Quds,west-bank,1,0,0,Non Resedential
2016-08-29,Jaba' (Tajammu' Badawi),al-Quds,west-bank,1,11,7,Residental
2016-08-29,Jaba' (Tajammu' Badawi),al-Quds,west-bank,1,0,0,Non Resedential
2016-08-29,Jaba' (Tajammu' Badawi),al-Quds,west-bank,1,9,7,Residental
2016-08-29,Jaba' (Tajammu' Badawi),al-Quds,west-bank,1,0,0,Non Resedential
2016-08-24,Um al-Kheir,Hebron,west-bank,1,0,0,Residental
2016-08-24,Um al-Kheir,Hebron,west-bank,1,0,0,Non Resedential
2016-08-24,Um al-Kheir,Hebron,west-bank,1,0,0,Residental
2016-08-17,Qusrah,Nablus,west-bank,1,0,0,Non Resedential
2016-08-17,Beit Ula,Hebron,west-bank,1,0,0,Non Resedential
2016-08-17,Kh. al-Marajim,Nablus,west-bank,1,0,0,Non Resedential
2016-08-17,Duma,Nablus,west-bank,1,0,0,Residental
2016-08-17,Beit Ula,Hebron,west-bank,1,0,0,Non Resedential
2016-08-16,Kh.Jurat al-Kheil,Hebron,west-bank,1,5,2,Residental
2016-08-16,'Anata,al-Quds,west-bank,1,0,0,Non Resedential
2016-08-11,Fqeiqis,Hebron,west-bank,1,0,0,Non Resedential
2016-08-11,Barta'ah a-Sharqiyah,Jenin,west-bank,2,0,0,Non Resedential
2016-08-09,Um al-Kheir,Hebron,west-bank,1,6,4,Residental
2016-08-09,Um al-Kheir,Hebron,west-bank,1,0,0,Residental
2016-08-09,Sabastiya,Nablus,west-bank,1,0,0,Non Resedential
2016-08-09,Sabastiya,Nablus,west-bank,1,0,0,Non Resedential
2016-08-09,Jayus,Qalqiliya,west-bank,2,0,0,Non Resedential
2016-08-09,Um al-Kheir,Hebron,west-bank,1,2,0,Residental
2016-08-09,Um al-Kheir,Hebron,west-bank,1,3,2,Residental
2016-08-09,Um al-Kheir,Hebron,west-bank,1,4,2,Residental
2016-08-08,Kh. Yarza,Tubas,west-bank,1,0,0,Non Resedential
2016-08-08,al-Fawar R.C.,Hebron,west-bank,1,0,0,Non Resedential
2016-08-08,Sabastiya,Nablus,west-bank,1,0,0,Non Resedential
2016-08-08,Fasayil,Jericho,west-bank,2,12,7,Residental
2016-08-08,Fasayil,Jericho,west-bank,1,0,0,Non Resedential
2016-08-08,al-Jiftlik,Jericho,west-bank,1,10,7,Residental
2016-08-08,al-Jiftlik,Jericho,west-bank,1,0,0,Non Resedential
2016-08-08,al-Jiftlik,Jericho,west-bank,1,0,0,Non Resedential
2016-08-04,Badu a-Mu'arrajat,Ramallah and al-Bira,west-bank,1,5,2,Residental
2016-08-04,Badu a-Mu'arrajat,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential
2016-08-04,a-Nuwei'mah al-Foqa,Jericho,west-bank,1,12,8,Residental
2016-08-04,a-Nuwei'mah al-Foqa,Jericho,west-bank,1,8,5,Residental
2016-08-04,a-Nuwei'mah al-Foqa,Jericho,west-bank,1,9,7,Residental
2016-08-04,a-Nuwei'mah al-Foqa,Jericho,west-bank,1,1,0,Residental
2016-08-04,a-Nuwei'mah al-Foqa,Jericho,west-bank,1,5,3,Residental
2016-08-04,Kh. a-Razim,Hebron,west-bank,1,0,0,Non Resedential
2016-08-04,Badu a-Mu'arrajat,Ramallah and al-Bira,west-bank,2,9,0,Residental
2016-08-04,Badu a-Mu'arrajat,Ramallah and al-Bira,west-bank,2,0,0,Non Resedential
2016-08-04,a-Nuwei'mah al-Foqa,Jericho,west-bank,1,14,11,Residental
2016-08-04,a-Nuwei'mah al-Foqa,Jericho,west-bank,1,15,9,Residental
2016-08-04,a-Nuwei'mah al-Foqa,Jericho,west-bank,1,14,9,Residental
2016-08-04,a-Nuwei'mah al-Foqa,Jericho,west-bank,1,3,1,Residental
2016-08-04,a-Nuwei'mah al-Foqa,Jericho,west-bank,1,1,0,Residental
2016-08-03,Farsh al-Hawa,Hebron,west-bank,1,0,0,Non Resedential
2016-08-03,a-Nabi Samwil,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential
2016-08-03,a-Nabi Samwil,Ramallah and al-Bira,west-bank,3,0,0,Non Resedential
2016-07-25,Qalandia,al-Quds,west-bank,3,7,2,Residental
2016-07-25,Qalandia,al-Quds,west-bank,1,0,0,Residental
2016-07-25,Qalandia,al-Quds,west-bank,3,0,0,Residental
2016-07-25,Qalandia,al-Quds,west-bank,1,0,0,Non Resedential
2016-07-25,Qalandia,al-Quds,west-bank,1,6,3,Residental
2016-07-25,Qalandia,al-Quds,west-bank,2,0,0,Residental
2016-07-25,Qalandia,al-Quds,west-bank,3,0,0,Residental
2016-07-25,Qalandia,al-Quds,west-bank,2,6,4,Residental
2016-07-25,Qalandia,al-Quds,west-bank,1,0,0,Residental
2016-07-25,Qalandia,al-Quds,west-bank,1,0,0,Residental
2016-07-25,Qalandia,al-Quds,west-bank,3,12,6,Residental
2016-07-25,Qalandia,al-Quds,west-bank,3,14,8,Residental
2016-07-25,Qalandia,al-Quds,west-bank,3,8,4,Residental
2016-07-25,Qalandia,al-Quds,west-bank,4,0,0,Residental
2016-07-21,'Anata,al-Quds,west-bank,1,10,7,Residental
2016-07-21,'Anata,al-Quds,west-bank,1,0,0,Non Resedential
2016-07-21,'Anata,al-Quds,west-bank,1,10,5,Residental
2016-07-21,'Anata,al-Quds,west-bank,1,0,0,Residental
2016-07-21,'Anata,al-Quds,west-bank,1,10,9,Residental
2016-07-21,'Anata,al-Quds,west-bank,1,0,0,Non Resedential
2016-07-21,'Anata,al-Quds,west-bank,1,0,0,Non Resedential
2016-07-21,'Anata,al-Quds,west-bank,1,0,0,Residental
2016-06-19,Kh. Wadi Ejheish,Hebron,west-bank,1,7,3,Residental
2016-06-19,Kh. Wadi Ejheish,Hebron,west-bank,1,14,11,Residental
2016-06-19,Kh. Wadi Ejheish,Hebron,west-bank,1,0,0,Non Resedential
2016-06-19,a-Deirat,Hebron,west-bank,1,0,0,Non Resedential
2016-06-13,al-Karmel,Hebron,west-bank,1,0,0,Non Resedential
2016-06-05,Wadi al-Qalt,Jericho,west-bank,1,2,0,Residental
2016-06-05,Wadi al-Qalt,Jericho,west-bank,1,2,0,Residental
2016-06-05,Wadi al-Qalt,Jericho,west-bank,1,6,4,Residental
2016-06-05,Wadi al-Qalt,Jericho,west-bank,1,7,5,Residental
2016-06-05,Wadi al-Qalt,Jericho,west-bank,1,2,0,Residental
2016-06-05,Wadi al-Qalt,Jericho,west-bank,1,0,0,Non Resedential
2016-06-05,Wadi al-Qalt,Jericho,west-bank,1,6,4,Residental
2016-05-16,Deir al-Ghusun,Tulkarm,west-bank,3,0,0,Non Resedential
2016-05-16,Jabal al-Baba,al-Quds,west-bank,1,7,3,Residental
2016-05-16,Jabal al-Baba,al-Quds,west-bank,1,5,3,Residental
2016-05-16,Jabal al-Baba,al-Quds,west-bank,1,6,2,Residental
2016-05-16,Jabal al-Baba,al-Quds,west-bank,1,4,2,Residental
2016-05-16,Jabal al-Baba,al-Quds,west-bank,2,13,7,Residental
2016-05-16,Jabal al-Baba,al-Quds,west-bank,1,3,1,Residental
2016-05-16,Jabal al-Baba,al-Quds,west-bank,1,2,0,Residental
2016-05-16,Jabal al-Baba,al-Quds,west-bank,1,7,5,Residental
2016-05-16,Jabal al-Baba,al-Quds,west-bank,1,2,0,Residental
2016-05-10,al-Walajah,Bethlehem,west-bank,1,0,0,Residental
2016-05-10,al-Walajah,Bethlehem,west-bank,1,0,0,Residental
2016-05-02,Qalqiliyah,Qalqiliya,west-bank,3,0,0,Non Resedential
2016-04-22,Khan al-Ahmar (Bedouin Community),al-Quds,west-bank,1,0,0,Residental
2016-04-14,al-'Arrub R.C.,Hebron,west-bank,1,0,0,Non Resedential
2016-04-12,al-Walajah,Bethlehem,west-bank,1,0,0,Residental
2016-04-12,Za'tara,Nablus,west-bank,1,0,0,Non Resedential
2016-04-12,al-Walajah,Bethlehem,west-bank,1,7,4,Residental
2016-04-07,Kh. Tana,Nablus,west-bank,1,0,0,Residental
2016-04-07,Kh. Tana,Nablus,west-bank,1,0,0,Non Resedential
2016-04-07,Kh. Tana,Nablus,west-bank,0,0,0,Residental
2016-04-07,Kh. Tana,Nablus,west-bank,1,8,4,Residental
2016-04-07,Kh. Tana,Nablus,west-bank,1,0,0,Residental
2016-04-07,Kh. Tana,Nablus,west-bank,1,0,0,Non Resedential
2016-04-07,Kh. Tana,Nablus,west-bank,1,0,0,Non Resedential
2016-04-07,Kh. Tana,Nablus,west-bank,1,7,3,Residental
2016-04-07,Kh. Tana,Nablus,west-bank,5,0,0,Non Resedential
2016-04-07,Kh. Tana,Nablus,west-bank,1,0,0,Residental
2016-04-07,Kh. Tana,Nablus,west-bank,1,0,0,Non Resedential
2016-04-07,Kh. Tana,Nablus,west-bank,1,0,0,Non Resedential
2016-04-07,Kh. Tana,Nablus,west-bank,1,0,0,Residental
2016-04-07,Kh. Tana,Nablus,west-bank,1,0,0,Non Resedential
2016-04-07,Kh. Tana,Nablus,west-bank,1,0,0,Non Resedential
2016-04-07,Kh. Tana,Nablus,west-bank,1,0,0,Residental
2016-04-07,Kh. Tana,Nablus,west-bank,1,0,0,Non Resedential
2016-04-07,Kh. Tana,Nablus,west-bank,1,0,0,Residental
2016-04-07,Kh. Tana,Nablus,west-bank,1,3,0,Residental
2016-04-07,Kh. Tana,Nablus,west-bank,1,0,0,Non Resedential
2016-04-07,Kh. Tana,Nablus,west-bank,1,0,0,Non Resedential
2016-04-07,Bir al-Maskub A,al-Quds,west-bank,1,6,4,Residental
2016-04-07,Bir al-Maskub A,al-Quds,west-bank,1,15,9,Residental
2016-04-07,Bir al-Maskub B,al-Quds,west-bank,1,3,1,Residental
2016-04-07,Bir al-Maskub B,al-Quds,west-bank,1,3,0,Residental
2016-04-07,Kh. Tana,Nablus,west-bank,1,0,0,Non Resedential
2016-04-07,a-Za'ayem,al-Quds,west-bank,2,0,0,Non Resedential
2016-04-07,Khan al-Ahmar (Bedouin Community),al-Quds,west-bank,1,0,0,Residental
2016-04-07,Khan al-Ahmar (Bedouin Community),al-Quds,west-bank,1,0,0,Non Resedential
2016-04-07,Khan al-Ahmar (Bedouin Community),al-Quds,west-bank,1,13,9,Residental
2016-04-07,Khan al-Ahmar (Bedouin Community),al-Quds,west-bank,1,7,3,Residental
2016-04-07,Kh. Tana,Nablus,west-bank,1,0,0,Residental
2016-04-07,Kh. Tana,Nablus,west-bank,1,0,0,Non Resedential
2016-04-07,Ni'lin,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential
2016-04-07,Ni'lin,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential
2016-04-07,Kh. Tana,Nablus,west-bank,1,0,0,Residental
2016-04-07,Kh. Tana,Nablus,west-bank,1,0,0,Non Resedential
2016-04-07,Kh. Tana,Nablus,west-bank,1,0,0,Residental
2016-04-07,Kh. Tana,Nablus,west-bank,1,0,0,Non Resedential
2016-04-05,Beit Sahur,Bethlehem,west-bank,1,0,0,Non Resedential
2016-04-04,Kh. al-Marajim,Nablus,west-bank,1,4,0,Residental
2016-04-04,Kh. al-Marajim,Nablus,west-bank,1,0,0,Non Resedential
2016-04-04,Kh. al-Marajim,Nablus,west-bank,1,5,3,Residental
2016-04-04,Kh. al-Marajim,Nablus,west-bank,1,0,0,Non Resedential
2016-04-04,Wadi al-Qalt,Jericho,west-bank,2,9,7,Residental
2016-04-04,Wadi al-Qalt,Jericho,west-bank,2,0,0,Non Resedential
2016-04-04,Surif,Hebron,west-bank,1,0,0,Residental
2016-03-29,Rammun,Ramallah and al-Bira,west-bank,1,4,2,Residental
2016-03-29,Rammun,Ramallah and al-Bira,west-bank,1,7,0,Residental
2016-03-29,Rammun,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential
2016-03-29,Rammun,Ramallah and al-Bira,west-bank,1,7,5,Residental
2016-03-29,al-Jalameh,Jenin,west-bank,1,0,0,Non Resedential
2016-03-29,al-Jalameh,Jenin,west-bank,1,0,0,Non Resedential
2016-03-29,al-Jalameh,Jenin,west-bank,1,0,0,Non Resedential
2016-03-29,al-Jalameh,Jenin,west-bank,1,0,0,Non Resedential
2016-03-23,Kh. Tana,Nablus,west-bank,1,0,0,Non Resedential
2016-03-23,Kh. Tana,Nablus,west-bank,1,4,0,Residental
2016-03-23,Kh. Tana,Nablus,west-bank,1,0,0,Non Resedential
2016-03-23,Kh. Tana,Nablus,west-bank,1,0,0,Residental
2016-03-23,Kh. Tana,Nablus,west-bank,2,0,0,Non Resedential
2016-03-23,Kh. Tana,Nablus,west-bank,1,2,0,Residental
2016-03-23,Kh. Tana,Nablus,west-bank,1,0,0,Non Resedential
2016-03-23,Kh. Tana,Nablus,west-bank,1,5,1,Residental
2016-03-23,Kh. Tana,Nablus,west-bank,1,5,3,Residental
2016-03-23,Kh. Tana,Nablus,west-bank,1,0,0,Non Resedential
2016-03-23,Kh. Tana,Nablus,west-bank,1,2,0,Residental
2016-03-23,Kh. Tana,Nablus,west-bank,1,0,0,Non Resedential
2016-03-23,Kh. Tana,Nablus,west-bank,1,0,0,Non Resedential
2016-03-23,Kh. Tana,Nablus,west-bank,1,0,0,Residental
2016-03-23,Kh. Tana,Nablus,west-bank,1,2,0,Residental
2016-03-23,Kh. Tana,Nablus,west-bank,2,0,0,Non Resedential
2016-03-23,Kh. Tana,Nablus,west-bank,1,6,2,Residental
2016-03-23,Kh. Tana,Nablus,west-bank,1,0,0,Non Resedential
2016-03-23,Kh. Tana,Nablus,west-bank,1,0,0,Non Resedential
2016-03-23,Kh. Tana,Nablus,west-bank,1,5,3,Residental
2016-03-23,Kh. Tana,Nablus,west-bank,1,0,0,Non Resedential
2016-03-23,Kh. Tana,Nablus,west-bank,1,7,5,Residental
2016-03-23,Kh. Tana,Nablus,west-bank,1,0,0,Non Resedential
2016-03-23,Kh. Tana,Nablus,west-bank,1,6,2,Residental
2016-03-23,Kh. Tana,Nablus,west-bank,1,0,0,Non Resedential
2016-03-23,Kh. Tana,Nablus,west-bank,1,7,5,Residental
2016-03-23,Kh. Tana,Nablus,west-bank,2,0,0,Non Resedential
2016-03-23,Kh. Tana,Nablus,west-bank,1,0,0,Residental
2016-03-23,Kh. Tana,Nablus,west-bank,1,0,0,Non Resedential
2016-03-23,Kh. Tana,Nablus,west-bank,2,0,0,Non Resedential
2016-03-22,Kh. Jenbah,Hebron,west-bank,1,8,6,Residental
2016-03-22,Kh. Jenbah,Hebron,west-bank,1,0,0,Non Resedential
2016-03-17,Beita,Nablus,west-bank,1,0,0,Non Resedential
2016-03-17,Beita,Nablus,west-bank,1,0,0,Non Resedential
2016-03-17,Beita,Nablus,west-bank,1,0,0,Non Resedential
2016-03-17,Beita,Nablus,west-bank,1,0,0,Non Resedential
2016-03-17,Beita,Nablus,west-bank,1,0,0,Non Resedential
2016-03-17,Beita,Nablus,west-bank,1,0,0,Non Resedential
2016-03-16,Qalandia,al-Quds,west-bank,5,0,0,Non Resedential
2016-03-12,Bethlehem,Bethlehem,west-bank,1,0,0,Residental
2016-03-07,Halhul,Hebron,west-bank,1,0,0,Non Resedential
2016-03-03,Hizma,al-Quds,west-bank,2,0,0,Non Resedential
2016-03-02,Wadi al-Qalt,Jericho,west-bank,1,17,14,Residental
2016-03-02,Wadi al-Qalt,Jericho,west-bank,1,0,0,Non Resedential
2016-03-02,Wadi al-Qalt,Jericho,west-bank,1,7,5,Residental
2016-03-02,Wadi al-Qalt,Jericho,west-bank,1,0,0,Non Resedential
2016-03-02,Wadi al-Qalt,Jericho,west-bank,1,6,4,Residental
2016-03-02,Wadi al-Qalt,Jericho,west-bank,1,0,0,Non Resedential
2016-03-02,Kh. Tana,Nablus,west-bank,1,0,0,Non Resedential
2016-03-02,Shweikah,Tulkarm,west-bank,1,0,0,Residental
2016-03-02,Kh. Tana,Nablus,west-bank,3,0,0,Non Resedential
2016-03-02,Kh. Tana,Nablus,west-bank,2,0,0,Residental
2016-03-02,Kh. Tana,Nablus,west-bank,2,0,0,Non Resedential
2016-03-02,Wadi al-Qalt,Jericho,west-bank,1,3,1,Residental
2016-03-02,Kh. Tana,Nablus,west-bank,1,0,0,Non Resedential
2016-03-02,Kh. Tana,Nablus,west-bank,1,0,0,Non Resedential
2016-03-02,Kh. Tana,Nablus,west-bank,1,0,0,Residental
2016-03-02,Kh. Tana,Nablus,west-bank,1,0,0,Non Resedential
2016-03-02,Kh. Tana,Nablus,west-bank,1,0,0,Residental
2016-03-02,Kh. Tana,Nablus,west-bank,2,0,0,Non Resedential
2016-03-02,Kh. Tana,Nablus,west-bank,1,0,0,Non Resedential
2016-03-02,Kh. Tana,Nablus,west-bank,1,6,4,Residental
2016-03-02,Kh. Tana,Nablus,west-bank,2,0,0,Non Resedential
2016-03-02,Kh. Tana,Nablus,west-bank,2,0,0,Residental
2016-03-02,Kh. Tana,Nablus,west-bank,1,0,0,Non Resedential
2016-03-02,Kh. Tana,Nablus,west-bank,2,0,0,Residental
2016-03-02,Kh. Tana,Nablus,west-bank,2,0,0,Residental
2016-03-02,Kh. Tana,Nablus,west-bank,2,0,0,Non Resedential
2016-03-02,Kh. Tana,Nablus,west-bank,1,0,0,Non Resedential
2016-02-29,al-Farisiyah,Tubas,west-bank,1,9,4,Residental
2016-02-29,al-Farisiyah,Tubas,west-bank,2,0,0,Non Resedential
2016-02-29,al-Farisiyah,Tubas,west-bank,1,2,0,Residental
2016-02-29,al-Farisiyah,Tubas,west-bank,2,0,0,Non Resedential
2016-02-29,al-Farisiyah,Tubas,west-bank,1,5,1,Residental
2016-02-29,al-Farisiyah,Tubas,west-bank,1,3,1,Residental
2016-02-25,Ni'lin,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential
2016-02-25,Ni'lin,Ramallah and al-Bira,west-bank,6,0,0,Non Resedential
2016-02-25,Ni'lin,Ramallah and al-Bira,west-bank,4,0,0,Non Resedential
2016-02-21,Abu a-Nuwar,al-Quds,west-bank,1,0,0,Non Resedential
2016-02-15,Kh.Um a-Rashash,Nablus,west-bank,1,0,0,Non Resedential
2016-02-15,Kh.Um a-Rashash,Nablus,west-bank,1,10,8,Residental
2016-02-15,Kh.Um a-Rashash,Nablus,west-bank,1,4,2,Residental
2016-02-15,Kh.Um a-Rashash,Nablus,west-bank,1,0,0,Non Resedential
2016-02-15,Kh.Um a-Rashash,Nablus,west-bank,1,8,5,Residental
2016-02-15,Kh.Um a-Rashash,Nablus,west-bank,2,0,0,Non Resedential
2016-02-15,Kh.Um a-Rashash,Nablus,west-bank,1,0,0,Non Resedential
2016-02-15,Kh.Um a-Rashash,Nablus,west-bank,1,4,0,Residental
2016-02-15,Kh.Um a-Rashash,Nablus,west-bank,2,0,0,Non Resedential
2016-02-15,Kh.Um a-Rashash,Nablus,west-bank,1,9,7,Residental
2016-02-15,Kh.Um a-Rashash,Nablus,west-bank,2,0,0,Non Resedential
2016-02-15,Kh.Um a-Rashash,Nablus,west-bank,1,4,2,Residental
2016-02-15,Kh.Um a-Rashash,Nablus,west-bank,1,0,0,Non Resedential
2016-02-15,Kh.Um a-Rashash,Nablus,west-bank,1,0,0,Non Resedential
2016-02-15,Kh.Um a-Rashash,Nablus,west-bank,1,4,2,Residental
2016-02-15,Kh.Um a-Rashash,Nablus,west-bank,1,0,0,Non Resedential
2016-02-15,Kh.Um a-Rashash,Nablus,west-bank,1,11,8,Residental
2016-02-15,Kh.Um a-Rashash,Nablus,west-bank,3,0,0,Non Resedential
2016-02-15,Kh.Um a-Rashash,Nablus,west-bank,2,13,9,Residental
